time,generation solar,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead
2015-04-25 16:00:00+02:00,1478,5837,1595,5916
2015-04-25 17:00:00+02:00,1261,5693,1291,5815
2015-04-25 18:00:00+02:00,855,5351,983,5502
2015-04-25 19:00:00+02:00,440,4733,578,4796
2015-04-25 20:00:00+02:00,126,4258,175,4281
2015-04-25 21:00:00+02:00,66,4314,24,4149
2015-04-25 22:00:00+02:00,67,4388,12,4472
2015-04-25 23:00:00+02:00,65,4550,12,4492
2015-04-26 00:00:00+02:00,35,4319,1,4693
2015-04-26 01:00:00+02:00,30,4292,0,4300
2015-04-26 02:00:00+02:00,28,4858,1,4734
2015-04-26 03:00:00+02:00,28,5091,1,5107
2015-04-26 04:00:00+02:00,28,4994,1,5126
2015-04-26 05:00:00+02:00,28,5189,0,5076
2015-04-26 06:00:00+02:00,28,5305,0,5304
2015-04-26 07:00:00+02:00,37,5534,81,5464
2015-04-26 08:00:00+02:00,194,5606,408,5503
2015-04-26 09:00:00+02:00,569,5746,874,5738
2015-04-26 10:00:00+02:00,944,5851,1313,5853
2015-04-26 11:00:00+02:00,1405,6047,1639,6044
2015-04-26 12:00:00+02:00,1633,6211,1971,6141
2015-04-26 13:00:00+02:00,1825,6365,2124,6453
2015-04-26 14:00:00+02:00,1980,6880,2113,6701
2015-04-26 15:00:00+02:00,1824,7679,2038,7485
2015-04-26 16:00:00+02:00,1527,8562,1864,8249
2015-04-26 17:00:00+02:00,1387,8211,1648,8368
2015-04-26 18:00:00+02:00,1079,7591,1205,7663
2015-04-26 19:00:00+02:00,699,7263,681,7418
2015-04-26 20:00:00+02:00,345,6842,215,6945
2015-04-26 21:00:00+02:00,69,7532,29,7423
2015-04-26 22:00:00+02:00,31,7131,21,7605
2015-04-26 23:00:00+02:00,29,7104,28,6936
2015-04-27 00:00:00+02:00,28,7783,46,7592
2015-04-27 01:00:00+02:00,28,8443,42,8370
2015-04-27 02:00:00+02:00,28,9032,39,8986
2015-04-27 03:00:00+02:00,28,9621,37,9318
2015-04-27 04:00:00+02:00,28,10121,36,9997
2015-04-27 05:00:00+02:00,27,10142,31,10204
2015-04-27 06:00:00+02:00,28,10034,31,10083
2015-04-27 07:00:00+02:00,58,9626,125,9803
2015-04-27 08:00:00+02:00,407,9401,689,9482
2015-04-27 09:00:00+02:00,1096,9711,1478,9522
2015-04-27 10:00:00+02:00,1614,10602,2378,10306
2015-04-27 11:00:00+02:00,2280,10872,2927,10968
2015-04-27 12:00:00+02:00,2708,10731,3251,10760
2015-04-27 13:00:00+02:00,2730,10638,3260,10614
2015-04-27 14:00:00+02:00,2729,10486,3002,10526
2015-04-27 15:00:00+02:00,2621,10631,2738,10559
2015-04-27 16:00:00+02:00,2696,10861,2536,10789
2015-04-27 17:00:00+02:00,2501,11013,2334,11030
2015-04-27 18:00:00+02:00,2076,10711,1855,10645
2015-04-27 19:00:00+02:00,1560,10617,1185,10577
2015-04-27 20:00:00+02:00,826,9706,387,9981
2015-04-27 21:00:00+02:00,569,9059,210,9117
2015-04-27 22:00:00+02:00,365,8861,150,8797
2015-04-27 23:00:00+02:00,172,8424,110,8539
2015-04-28 00:00:00+02:00,142,8199,23,8098
2015-04-28 01:00:00+02:00,111,7860,73,7912
2015-04-28 02:00:00+02:00,108,7623,71,7579
2015-04-28 03:00:00+02:00,83,7082,60,7241
2015-04-28 04:00:00+02:00,52,6794,20,6776
2015-04-28 05:00:00+02:00,24,6323,1,6467
2015-04-28 06:00:00+02:00,29,5994,3,6009
2015-04-28 07:00:00+02:00,86,5819,98,5843
2015-04-28 08:00:00+02:00,646,5154,904,5335
2015-04-28 09:00:00+02:00,1822,4900,2273,4741
2015-04-28 10:00:00+02:00,3666,4511,3070,4612
2015-04-28 11:00:00+02:00,4726,3861,3946,3918
2015-04-28 12:00:00+02:00,5244,3481,4555,3379
2015-04-28 13:00:00+02:00,5230,3168,4647,3135
2015-04-28 14:00:00+02:00,5022,2997,4565,3000
2015-04-28 15:00:00+02:00,4841,2658,4424,2792
2015-04-28 16:00:00+02:00,4556,2563,3941,2539
2015-04-28 17:00:00+02:00,3835,2506,3278,2511
2015-04-28 18:00:00+02:00,3228,2223,2613,2405
2015-04-28 19:00:00+02:00,2335,1904,1783,2053
2015-04-28 20:00:00+02:00,1183,1569,892,1672
2015-04-28 21:00:00+02:00,704,1484,601,1665
2015-04-28 22:00:00+02:00,657,1378,503,1455
2015-04-28 23:00:00+02:00,657,1201,414,1283
2015-04-29 00:00:00+02:00,633,1026,224,1061
2015-04-29 01:00:00+02:00,585,1155,459,1148
2015-04-29 02:00:00+02:00,507,1485,439,1305
2015-04-29 03:00:00+02:00,364,1685,311,1665
2015-04-29 04:00:00+02:00,274,1646,263,1738
2015-04-29 05:00:00+02:00,179,1676,199,1651
2015-04-29 06:00:00+02:00,69,1774,115,1787
2015-04-29 07:00:00+02:00,75,1860,167,1913
2015-04-29 08:00:00+02:00,527,1862,944,1875
2015-04-29 09:00:00+02:00,1863,1550,2456,1708
2015-04-29 10:00:00+02:00,3749,1314,3527,1378
2015-04-29 11:00:00+02:00,4800,1670,4352,1479
2015-04-29 12:00:00+02:00,5258,2141,5071,2142
2015-04-29 13:00:00+02:00,5348,2466,5254,2495
2015-04-29 14:00:00+02:00,5399,3002,5174,2891
2015-04-29 15:00:00+02:00,5297,3480,4992,3448
2015-04-29 16:00:00+02:00,4996,3768,4745,3888
2015-04-29 17:00:00+02:00,4483,4007,4238,3932
2015-04-29 18:00:00+02:00,3714,4130,3530,4089
2015-04-29 19:00:00+02:00,2643,3907,2330,3917
2015-04-29 20:00:00+02:00,1234,3351,1091,3498
2015-04-29 21:00:00+02:00,730,3078,741,2977
2015-04-29 22:00:00+02:00,686,3423,658,3043
2015-04-29 23:00:00+02:00,661,3677,645,3624
2015-04-30 00:00:00+02:00,651,3614,413,3675
2015-04-30 01:00:00+02:00,653,3663,549,3653
2015-04-30 02:00:00+02:00,644,3628,548,3628
2015-04-30 03:00:00+02:00,580,3792,523,3679
2015-04-30 04:00:00+02:00,443,4171,414,4076
2015-04-30 05:00:00+02:00,298,4319,249,4275
2015-04-30 06:00:00+02:00,157,4615,126,4483
2015-04-30 07:00:00+02:00,126,4730,152,4742
2015-04-30 08:00:00+02:00,685,4706,758,4810
2015-04-30 09:00:00+02:00,1838,4478,2132,4514
2015-04-30 10:00:00+02:00,3786,4635,3710,4593
2015-04-30 11:00:00+02:00,4707,5130,4570,5019
2015-04-30 12:00:00+02:00,5141,5453,5076,5382
2015-04-30 13:00:00+02:00,5400,5736,5078,5697
2015-04-30 14:00:00+02:00,5418,5833,4976,5920
2015-04-30 15:00:00+02:00,5220,6160,4913,6104
2015-04-30 16:00:00+02:00,4913,6347,4698,6390
2015-04-30 17:00:00+02:00,4510,6433,4399,6383
2015-04-30 18:00:00+02:00,3747,6583,3592,6640
2015-04-30 19:00:00+02:00,2895,6628,2420,6547
2015-04-30 20:00:00+02:00,1443,6472,1134,6533
2015-04-30 21:00:00+02:00,800,6558,690,6553
2015-04-30 22:00:00+02:00,698,6907,605,6797
2015-04-30 23:00:00+02:00,698,7167,645,7181
2015-05-01 00:00:00+02:00,109,1539,21,1603
2015-05-01 01:00:00+02:00,85,1237,27,1199
2015-05-01 02:00:00+02:00,65,1154,17,1090
2015-05-01 03:00:00+02:00,65,1152,16,1096
2015-05-01 04:00:00+02:00,65,1078,8,1226
2015-05-01 05:00:00+02:00,65,1036,8,1097
2015-05-01 06:00:00+02:00,66,1204,9,1119
2015-05-01 07:00:00+02:00,67,1393,19,1335
2015-05-01 08:00:00+02:00,83,1583,30,1501
2015-05-01 09:00:00+02:00,649,1599,615,1624
2015-05-01 10:00:00+02:00,1722,1485,1792,1532
2015-05-01 11:00:00+02:00,2636,1326,2788,1380
2015-05-01 12:00:00+02:00,3288,1242,3704,1243
2015-05-01 13:00:00+02:00,3428,1304,3778,1263
2015-05-01 14:00:00+02:00,3467,1352,3657,1371
2015-05-01 15:00:00+02:00,3414,1340,3083,1439
2015-05-01 16:00:00+02:00,2862,1360,2322,1396
2015-05-01 17:00:00+02:00,1412,1432,1363,1418
2015-05-01 18:00:00+02:00,376,1639,361,1562
2015-05-01 19:00:00+02:00,109,1774,80,1765
2015-05-01 20:00:00+02:00,73,1775,30,1824
2015-05-01 21:00:00+02:00,47,1754,38,1824
2015-05-01 22:00:00+02:00,41,1833,36,1818
2015-05-01 23:00:00+02:00,31,2102,35,1993
2015-05-02 00:00:00+02:00,47,13868,15,14032
2015-05-02 01:00:00+02:00,46,13336,12,13426
2015-05-02 02:00:00+02:00,46,13101,10,12990
2015-05-02 03:00:00+02:00,47,12694,9,12801
2015-05-02 04:00:00+02:00,46,12341,10,12429
2015-05-02 05:00:00+02:00,46,11958,11,12097
2015-05-02 06:00:00+02:00,46,11678,13,11817
2015-05-02 07:00:00+02:00,49,11484,47,11467
2015-05-02 08:00:00+02:00,138,11217,183,11259
2015-05-02 09:00:00+02:00,1100,11192,1036,11325
2015-05-02 10:00:00+02:00,2535,10903,2277,11069
2015-05-02 11:00:00+02:00,3954,11170,3657,11119
2015-05-02 12:00:00+02:00,3917,11170,4296,11410
2015-05-02 13:00:00+02:00,4308,11419,4207,11426
2015-05-02 14:00:00+02:00,4080,11709,3848,11749
2015-05-02 15:00:00+02:00,3803,12251,3472,12063
2015-05-02 16:00:00+02:00,3291,12393,2781,12517
2015-05-02 17:00:00+02:00,2185,11869,1804,12029
2015-05-02 18:00:00+02:00,864,11654,771,11714
2015-05-02 19:00:00+02:00,321,11344,291,11453
2015-05-02 20:00:00+02:00,243,11054,144,11078
2015-05-02 21:00:00+02:00,189,10951,92,11041
2015-05-02 22:00:00+02:00,161,10326,72,10520
2015-05-02 23:00:00+02:00,151,9784,69,9869
2015-05-03 00:00:00+02:00,91,11610,46,11556
2015-05-03 01:00:00+02:00,63,11916,17,11805
2015-05-03 02:00:00+02:00,63,11418,3,11503
2015-05-03 03:00:00+02:00,63,10860,3,10919
2015-05-03 04:00:00+02:00,63,10532,0,10558
2015-05-03 05:00:00+02:00,63,10827,3,10798
2015-05-03 06:00:00+02:00,63,11804,7,11692
2015-05-03 07:00:00+02:00,76,12286,66,12318
2015-05-03 08:00:00+02:00,805,12010,673,12210
2015-05-03 09:00:00+02:00,2404,11586,1854,11538
2015-05-03 10:00:00+02:00,3865,11943,3097,11682
2015-05-03 11:00:00+02:00,4516,11714,4207,11787
2015-05-03 12:00:00+02:00,4950,11305,4746,11353
2015-05-03 13:00:00+02:00,4992,11029,5089,11084
2015-05-03 14:00:00+02:00,5024,10780,5114,10793
2015-05-03 15:00:00+02:00,4862,10532,4759,10611
2015-05-03 16:00:00+02:00,4426,10311,4128,10345
2015-05-03 17:00:00+02:00,3612,10092,3088,10135
2015-05-03 18:00:00+02:00,1906,9767,1518,9897
2015-05-03 19:00:00+02:00,726,9688,617,9609
2015-05-03 20:00:00+02:00,519,9955,391,9870
2015-05-03 21:00:00+02:00,459,9939,266,9846
2015-05-03 22:00:00+02:00,457,9596,341,9644
2015-05-03 23:00:00+02:00,459,9171,270,9254
2015-05-04 00:00:00+02:00,288,8770,122,8677
2015-05-04 01:00:00+02:00,188,8937,200,8711
2015-05-04 02:00:00+02:00,119,8918,183,8928
2015-05-04 03:00:00+02:00,72,8527,81,8606
2015-05-04 04:00:00+02:00,52,8487,41,8413
2015-05-04 05:00:00+02:00,52,8238,0,8375
2015-05-04 06:00:00+02:00,52,7750,0,7887
2015-05-04 07:00:00+02:00,71,7369,10,7425
2015-05-04 08:00:00+02:00,370,7347,428,7384
2015-05-04 09:00:00+02:00,1476,6837,1409,6997
2015-05-04 10:00:00+02:00,3354,6375,2990,6506
2015-05-04 11:00:00+02:00,4602,5860,4234,5978
2015-05-04 12:00:00+02:00,5124,5631,4888,5581
2015-05-04 13:00:00+02:00,5274,5461,5115,5425
2015-05-04 14:00:00+02:00,5170,5436,5044,5373
2015-05-04 15:00:00+02:00,4907,5402,4726,5431
2015-05-04 16:00:00+02:00,4441,5561,4287,5519
2015-05-04 17:00:00+02:00,3861,5657,3716,5667
2015-05-04 18:00:00+02:00,2943,5943,2840,5910
2015-05-04 19:00:00+02:00,1502,6121,1649,6204
2015-05-04 20:00:00+02:00,467,6187,668,6156
2015-05-04 21:00:00+02:00,271,6854,349,6613
2015-05-04 22:00:00+02:00,251,7144,273,7134
2015-05-04 23:00:00+02:00,219,7124,157,7053
2015-05-05 00:00:00+02:00,29,13415,70,13488
2015-05-05 01:00:00+02:00,28,13128,83,13236
2015-05-05 02:00:00+02:00,28,12637,117,12663
2015-05-05 03:00:00+02:00,28,11962,104,12122
2015-05-05 04:00:00+02:00,28,11731,62,11721
2015-05-05 05:00:00+02:00,28,11039,0,11304
2015-05-05 06:00:00+02:00,28,9442,2,9860
2015-05-05 07:00:00+02:00,50,8305,130,8461
2015-05-05 08:00:00+02:00,370,7493,520,7374
2015-05-05 09:00:00+02:00,988,6776,1088,6795
2015-05-05 10:00:00+02:00,1710,6531,1865,6375
2015-05-05 11:00:00+02:00,2431,5958,2637,6147
2015-05-05 12:00:00+02:00,2727,5334,3174,5619
2015-05-05 13:00:00+02:00,3015,5035,3518,5102
2015-05-05 14:00:00+02:00,3391,5104,3710,5122
2015-05-05 15:00:00+02:00,3592,5305,3698,5331
2015-05-05 16:00:00+02:00,3589,5685,3475,5588
2015-05-05 17:00:00+02:00,3387,5933,3042,5848
2015-05-05 18:00:00+02:00,3121,6238,2469,5996
2015-05-05 19:00:00+02:00,2547,6229,1819,6293
2015-05-05 20:00:00+02:00,1373,5514,1027,5879
2015-05-05 21:00:00+02:00,578,4829,537,4931
2015-05-05 22:00:00+02:00,324,4936,365,4787
2015-05-05 23:00:00+02:00,266,4885,298,4884
2015-05-06 00:00:00+02:00,801,6225,610,6260
2015-05-06 01:00:00+02:00,799,5841,647,5956
2015-05-06 02:00:00+02:00,798,5101,644,5388
2015-05-06 03:00:00+02:00,798,4637,645,4490
2015-05-06 04:00:00+02:00,798,4174,642,4488
2015-05-06 05:00:00+02:00,740,3800,580,3967
2015-05-06 06:00:00+02:00,557,3562,469,3646
2015-05-06 07:00:00+02:00,586,3393,584,3459
2015-05-06 08:00:00+02:00,1345,3047,1587,3163
2015-05-06 09:00:00+02:00,3138,2846,3384,2793
2015-05-06 10:00:00+02:00,4389,2816,4359,2841
2015-05-06 11:00:00+02:00,4923,2662,4901,2735
2015-05-06 12:00:00+02:00,5182,2694,5218,2676
2015-05-06 13:00:00+02:00,5296,2796,5306,2822
2015-05-06 14:00:00+02:00,5294,3005,5267,2944
2015-05-06 15:00:00+02:00,5168,3307,5134,3289
2015-05-06 16:00:00+02:00,4912,3760,4863,3694
2015-05-06 17:00:00+02:00,4527,4231,4408,4101
2015-05-06 18:00:00+02:00,3935,4576,3830,4615
2015-05-06 19:00:00+02:00,3175,5094,3076,4955
2015-05-06 20:00:00+02:00,2042,5987,1863,5686
2015-05-06 21:00:00+02:00,1100,6742,978,6677
2015-05-06 22:00:00+02:00,882,6852,666,7091
2015-05-06 23:00:00+02:00,858,6695,635,6908
2015-05-07 00:00:00+02:00,644,5043,546,5074
2015-05-07 01:00:00+02:00,577,5185,514,5062
2015-05-07 02:00:00+02:00,563,5128,471,5255
2015-05-07 03:00:00+02:00,434,4892,434,4827
2015-05-07 04:00:00+02:00,407,4767,477,4739
2015-05-07 05:00:00+02:00,411,4527,321,4619
2015-05-07 06:00:00+02:00,350,4139,296,4195
2015-05-07 07:00:00+02:00,415,3776,625,3866
2015-05-07 08:00:00+02:00,1012,2924,1453,3246
2015-05-07 09:00:00+02:00,2466,2411,2612,2388
2015-05-07 10:00:00+02:00,3983,2179,3890,2203
2015-05-07 11:00:00+02:00,4696,2189,4564,2115
2015-05-07 12:00:00+02:00,4996,2607,4936,2458
2015-05-07 13:00:00+02:00,5132,3086,5045,3038
2015-05-07 14:00:00+02:00,5136,3649,5047,3662
2015-05-07 15:00:00+02:00,5012,4012,4938,4040
2015-05-07 16:00:00+02:00,4693,4448,4694,4350
2015-05-07 17:00:00+02:00,4224,4942,4325,4837
2015-05-07 18:00:00+02:00,3479,5166,3731,5255
2015-05-07 19:00:00+02:00,2532,5268,2872,5346
2015-05-07 20:00:00+02:00,1513,5291,1710,5318
2015-05-07 21:00:00+02:00,845,5468,877,5429
2015-05-07 22:00:00+02:00,702,5743,590,5719
2015-05-07 23:00:00+02:00,693,5602,546,5704
2015-05-08 00:00:00+02:00,574,1851,411,1968
2015-05-08 01:00:00+02:00,574,1922,365,1894
2015-05-08 02:00:00+02:00,571,2072,444,2034
2015-05-08 03:00:00+02:00,494,2270,451,2200
2015-05-08 04:00:00+02:00,446,2520,444,2452
2015-05-08 05:00:00+02:00,436,2727,339,2641
2015-05-08 06:00:00+02:00,342,3158,285,2980
2015-05-08 07:00:00+02:00,265,3432,389,3446
2015-05-08 08:00:00+02:00,784,3208,943,3419
2015-05-08 09:00:00+02:00,2238,2670,2198,2679
2015-05-08 10:00:00+02:00,3793,2696,3608,2651
2015-05-08 11:00:00+02:00,4550,3108,4627,3314
2015-05-08 12:00:00+02:00,4954,3905,5210,4192
2015-05-08 13:00:00+02:00,5130,4363,5280,5135
2015-05-08 14:00:00+02:00,5141,4718,5144,5080
2015-05-08 15:00:00+02:00,5037,5117,4988,4914
2015-05-08 16:00:00+02:00,4800,5298,4738,5202
2015-05-08 17:00:00+02:00,4357,5094,4351,5251
2015-05-08 18:00:00+02:00,3735,4589,3755,4775
2015-05-08 19:00:00+02:00,2891,4171,2925,4108
2015-05-08 20:00:00+02:00,1696,3756,1753,3804
2015-05-08 21:00:00+02:00,798,3048,780,3297
2015-05-08 22:00:00+02:00,603,2486,493,2832
2015-05-08 23:00:00+02:00,598,2137,471,2352
2015-05-09 00:00:00+02:00,180,6040,115,6122
2015-05-09 01:00:00+02:00,146,5793,116,5794
2015-05-09 02:00:00+02:00,77,5525,36,5548
2015-05-09 03:00:00+02:00,59,5406,26,5425
2015-05-09 04:00:00+02:00,56,5169,47,5242
2015-05-09 05:00:00+02:00,45,4989,23,5061
2015-05-09 06:00:00+02:00,45,4733,17,4777
2015-05-09 07:00:00+02:00,45,4711,42,4641
2015-05-09 08:00:00+02:00,273,4541,328,4592
2015-05-09 09:00:00+02:00,959,4318,982,4202
2015-05-09 10:00:00+02:00,1799,4708,1789,4469
2015-05-09 11:00:00+02:00,2443,4536,2576,4607
2015-05-09 12:00:00+02:00,2745,4089,2931,4193
2015-05-09 13:00:00+02:00,2785,3794,3044,3762
2015-05-09 14:00:00+02:00,2971,3832,2999,3750
2015-05-09 15:00:00+02:00,2819,4030,2637,3953
2015-05-09 16:00:00+02:00,2198,4096,2313,4160
2015-05-09 17:00:00+02:00,1539,4349,1981,4269
2015-05-09 18:00:00+02:00,909,4494,1457,4604
2015-05-09 19:00:00+02:00,475,4474,787,4522
2015-05-09 20:00:00+02:00,150,4647,237,4677
2015-05-09 21:00:00+02:00,40,4917,82,4821
2015-05-09 22:00:00+02:00,39,5065,105,5100
2015-05-09 23:00:00+02:00,39,4762,128,4970
2015-05-10 00:00:00+02:00,45,10648,11,10571
2015-05-10 01:00:00+02:00,46,10893,10,10799
2015-05-10 02:00:00+02:00,45,11235,13,11229
2015-05-10 03:00:00+02:00,46,11537,15,11448
2015-05-10 04:00:00+02:00,46,11336,18,11515
2015-05-10 05:00:00+02:00,45,11384,16,11194
2015-05-10 06:00:00+02:00,45,11977,13,11527
2015-05-10 07:00:00+02:00,48,12674,12,11958
2015-05-10 08:00:00+02:00,61,12935,110,12792
2015-05-10 09:00:00+02:00,278,13202,416,12763
2015-05-10 10:00:00+02:00,681,13523,712,13317
2015-05-10 11:00:00+02:00,946,13498,1010,13400
2015-05-10 12:00:00+02:00,1117,13508,1605,13571
2015-05-10 13:00:00+02:00,1373,14321,1696,13634
2015-05-10 14:00:00+02:00,1435,14453,1360,14254
2015-05-10 15:00:00+02:00,1250,14406,1297,14360
2015-05-10 16:00:00+02:00,939,13730,1042,13770
2015-05-10 17:00:00+02:00,723,13293,712,13413
2015-05-10 18:00:00+02:00,390,12723,404,12870
2015-05-10 19:00:00+02:00,94,12153,135,12136
2015-05-10 20:00:00+02:00,53,12153,27,11904
2015-05-10 21:00:00+02:00,47,12018,18,12044
2015-05-10 22:00:00+02:00,47,12236,13,12108
2015-05-10 23:00:00+02:00,45,12443,11,12411
2015-05-11 00:00:00+02:00,16,5781,1,5756
2015-05-11 01:00:00+02:00,16,5916,3,5858
2015-05-11 02:00:00+02:00,16,5912,7,6001
2015-05-11 03:00:00+02:00,16,5933,6,5939
2015-05-11 04:00:00+02:00,16,5975,0,5972
2015-05-11 05:00:00+02:00,16,6177,0,6055
2015-05-11 06:00:00+02:00,16,6283,1,6205
2015-05-11 07:00:00+02:00,23,6189,31,6228
2015-05-11 08:00:00+02:00,297,5692,298,5854
2015-05-11 09:00:00+02:00,934,5393,907,5354
2015-05-11 10:00:00+02:00,1507,5408,1547,5283
2015-05-11 11:00:00+02:00,1891,5308,2169,5312
2015-05-11 12:00:00+02:00,2165,5348,2404,5343
2015-05-11 13:00:00+02:00,2197,5343,2653,5320
2015-05-11 14:00:00+02:00,2239,5166,2728,5227
2015-05-11 15:00:00+02:00,2159,4761,2272,4888
2015-05-11 16:00:00+02:00,1909,4615,1594,4591
2015-05-11 17:00:00+02:00,920,4510,632,4614
2015-05-11 18:00:00+02:00,255,4544,256,4474
2015-05-11 19:00:00+02:00,74,4760,129,4690
2015-05-11 20:00:00+02:00,59,4817,83,4872
2015-05-11 21:00:00+02:00,54,4923,45,4952
2015-05-11 22:00:00+02:00,54,4903,39,4891
2015-05-11 23:00:00+02:00,38,4879,39,4930
2015-05-12 00:00:00+02:00,29,2085,23,2118
2015-05-12 01:00:00+02:00,29,2152,11,2117
2015-05-12 02:00:00+02:00,29,2416,13,2318
2015-05-12 03:00:00+02:00,29,2706,12,2620
2015-05-12 04:00:00+02:00,29,2853,6,2808
2015-05-12 05:00:00+02:00,29,3138,6,3031
2015-05-12 06:00:00+02:00,28,3221,9,3248
2015-05-12 07:00:00+02:00,29,3303,37,3269
2015-05-12 08:00:00+02:00,70,3381,134,3357
2015-05-12 09:00:00+02:00,769,3268,944,3360
2015-05-12 10:00:00+02:00,1794,2997,1977,3130
2015-05-12 11:00:00+02:00,2687,2712,2933,2767
2015-05-12 12:00:00+02:00,3212,2655,3256,2580
2015-05-12 13:00:00+02:00,3303,2667,3291,2632
2015-05-12 14:00:00+02:00,3259,2587,3212,2595
2015-05-12 15:00:00+02:00,3037,2489,2575,2490
2015-05-12 16:00:00+02:00,2207,2281,1721,2356
2015-05-12 17:00:00+02:00,831,2318,956,2253
2015-05-12 18:00:00+02:00,117,2454,538,2413
2015-05-12 19:00:00+02:00,54,2506,174,2524
2015-05-12 20:00:00+02:00,53,2586,0,2496
2015-05-12 21:00:00+02:00,45,2813,0,2781
2015-05-12 22:00:00+02:00,43,3118,36,3044
2015-05-12 23:00:00+02:00,35,3373,33,3341
2015-05-13 00:00:00+02:00,221,6098,372,6093
2015-05-13 01:00:00+02:00,195,6029,273,6147
2015-05-13 02:00:00+02:00,162,5784,203,5889
2015-05-13 03:00:00+02:00,120,5479,163,5653
2015-05-13 04:00:00+02:00,119,5090,137,5200
2015-05-13 05:00:00+02:00,108,4821,76,4879
2015-05-13 06:00:00+02:00,66,4824,49,4807
2015-05-13 07:00:00+02:00,128,5061,228,4976
2015-05-13 08:00:00+02:00,570,5021,961,5049
2015-05-13 09:00:00+02:00,1352,4862,2335,4983
2015-05-13 10:00:00+02:00,2347,4507,3562,4619
2015-05-13 11:00:00+02:00,3185,4988,4021,4789
2015-05-13 12:00:00+02:00,3908,6001,4171,5766
2015-05-13 13:00:00+02:00,4232,6929,4399,6915
2015-05-13 14:00:00+02:00,4375,7506,4372,7552
2015-05-13 15:00:00+02:00,4182,7629,4144,7821
2015-05-13 16:00:00+02:00,3709,7700,3712,7716
2015-05-13 17:00:00+02:00,3052,7171,3193,7491
2015-05-13 18:00:00+02:00,2246,6711,2446,6761
2015-05-13 19:00:00+02:00,1343,6107,1700,6298
2015-05-13 20:00:00+02:00,539,5593,932,5643
2015-05-13 21:00:00+02:00,177,5472,461,5524
2015-05-13 22:00:00+02:00,87,5659,229,5744
2015-05-13 23:00:00+02:00,54,6088,95,5932
2015-05-14 00:00:00+02:00,54,6589,140,6322
2015-05-14 01:00:00+02:00,53,6701,64,6677
2015-05-14 02:00:00+02:00,53,7114,101,6995
2015-05-14 03:00:00+02:00,53,7286,40,7248
2015-05-14 04:00:00+02:00,53,7538,26,7385
2015-05-14 05:00:00+02:00,53,7416,13,7476
2015-05-14 06:00:00+02:00,53,7060,22,7199
2015-05-14 07:00:00+02:00,115,6618,201,6751
2015-05-14 08:00:00+02:00,593,6056,903,6248
2015-05-14 09:00:00+02:00,1372,5318,2282,5496
2015-05-14 10:00:00+02:00,2529,5636,3747,5394
2015-05-14 11:00:00+02:00,3863,6391,4379,6222
2015-05-14 12:00:00+02:00,4659,7590,4501,7282
2015-05-14 13:00:00+02:00,4814,8548,4927,8447
2015-05-14 14:00:00+02:00,4922,9603,4888,9474
2015-05-14 15:00:00+02:00,4705,10171,4558,10332
2015-05-14 16:00:00+02:00,4289,10868,4232,10685
2015-05-14 17:00:00+02:00,3862,11255,3593,11256
2015-05-14 18:00:00+02:00,3186,11667,2898,11595
2015-05-14 19:00:00+02:00,2144,12137,2148,12040
2015-05-14 20:00:00+02:00,1194,11850,1166,12026
2015-05-14 21:00:00+02:00,626,11644,570,11528
2015-05-14 22:00:00+02:00,514,11364,460,11516
2015-05-14 23:00:00+02:00,504,10773,472,10962
2015-05-15 00:00:00+02:00,397,9968,165,10182
2015-05-15 01:00:00+02:00,284,9731,300,9757
2015-05-15 02:00:00+02:00,255,9540,253,9473
2015-05-15 03:00:00+02:00,234,9317,205,9435
2015-05-15 04:00:00+02:00,170,9139,141,9255
2015-05-15 05:00:00+02:00,62,8918,82,9037
2015-05-15 06:00:00+02:00,54,8703,71,8876
2015-05-15 07:00:00+02:00,189,8283,242,8429
2015-05-15 08:00:00+02:00,979,8063,946,8113
2015-05-15 09:00:00+02:00,2932,8160,2297,8072
2015-05-15 10:00:00+02:00,4338,8458,3727,8379
2015-05-15 11:00:00+02:00,4965,8701,4628,8771
2015-05-15 12:00:00+02:00,5262,8481,5013,8641
2015-05-15 13:00:00+02:00,5387,8612,5260,8556
2015-05-15 14:00:00+02:00,5403,8968,5280,8977
2015-05-15 15:00:00+02:00,5256,9292,5165,9315
2015-05-15 16:00:00+02:00,4998,9595,4859,9587
2015-05-15 17:00:00+02:00,4604,9980,4446,9914
2015-05-15 18:00:00+02:00,4064,10488,3760,10363
2015-05-15 19:00:00+02:00,3267,10566,2670,10626
2015-05-15 20:00:00+02:00,1914,10378,1404,10337
2015-05-15 21:00:00+02:00,920,9836,756,10001
2015-05-15 22:00:00+02:00,693,9321,629,9299
2015-05-15 23:00:00+02:00,681,9322,616,9257
2015-05-16 00:00:00+02:00,681,9201,428,9215
2015-05-16 01:00:00+02:00,678,8737,492,8982
2015-05-16 02:00:00+02:00,677,8354,483,8493
2015-05-16 03:00:00+02:00,675,7938,503,8049
2015-05-16 04:00:00+02:00,670,7967,534,7852
2015-05-16 05:00:00+02:00,610,8488,513,8311
2015-05-16 06:00:00+02:00,378,8798,325,8733
2015-05-16 07:00:00+02:00,274,8770,293,8849
2015-05-16 08:00:00+02:00,1160,8339,1025,8446
2015-05-16 09:00:00+02:00,3358,8193,2781,8104
2015-05-16 10:00:00+02:00,4466,8028,4162,8146
2015-05-16 11:00:00+02:00,4894,7874,4922,7914
2015-05-16 12:00:00+02:00,5200,7772,5373,7850
