time,generation solar,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead
2015-04-04 18:00:00+02:00,2752,7514,2975,7521
2015-04-04 19:00:00+02:00,1893,7634,1553,7656
2015-04-04 20:00:00+02:00,950,7938,532,7815
2015-04-04 21:00:00+02:00,628,8359,405,8432
2015-04-04 22:00:00+02:00,556,8517,372,8666
2015-04-04 23:00:00+02:00,450,8755,309,8775
2015-04-05 00:00:00+02:00,31,2165,109,2232
2015-04-05 01:00:00+02:00,31,2243,89,2149
2015-04-05 02:00:00+02:00,31,2485,71,2428
2015-04-05 03:00:00+02:00,31,3153,55,3026
2015-04-05 04:00:00+02:00,31,3908,25,3733
2015-04-05 05:00:00+02:00,30,4805,0,4564
2015-04-05 06:00:00+02:00,30,5955,3,5574
2015-04-05 07:00:00+02:00,53,6834,127,6698
2015-04-05 08:00:00+02:00,242,7297,571,7265
2015-04-05 09:00:00+02:00,616,7544,1193,7550
2015-04-05 10:00:00+02:00,1008,8035,1839,7925
2015-04-05 11:00:00+02:00,1405,8666,2170,8723
2015-04-05 12:00:00+02:00,1905,9212,2458,9254
2015-04-05 13:00:00+02:00,2396,9659,2563,9579
2015-04-05 14:00:00+02:00,2569,10262,2597,10267
2015-04-05 15:00:00+02:00,2226,10833,2535,10907
2015-04-05 16:00:00+02:00,1748,11131,2207,11323
2015-04-05 17:00:00+02:00,1226,11624,1618,11440
2015-04-05 18:00:00+02:00,793,12218,1149,12156
2015-04-05 19:00:00+02:00,435,12202,683,12259
2015-04-05 20:00:00+02:00,111,12330,246,12174
2015-04-05 21:00:00+02:00,29,12765,56,12669
2015-04-05 22:00:00+02:00,28,13115,19,13042
2015-04-05 23:00:00+02:00,28,13504,19,13318
2015-04-06 00:00:00+02:00,782,5035,579,5122
2015-04-06 01:00:00+02:00,759,4683,612,4751
2015-04-06 02:00:00+02:00,708,4408,552,4392
2015-04-06 03:00:00+02:00,680,4160,546,4179
2015-04-06 04:00:00+02:00,658,3924,550,3977
2015-04-06 05:00:00+02:00,632,3646,493,3699
2015-04-06 06:00:00+02:00,479,3434,442,3466
2015-04-06 07:00:00+02:00,517,3167,563,3219
2015-04-06 08:00:00+02:00,1294,2826,1688,2953
2015-04-06 09:00:00+02:00,3315,2737,3289,2701
2015-04-06 10:00:00+02:00,4416,2911,4363,2845
2015-04-06 11:00:00+02:00,4930,3224,4878,3166
2015-04-06 12:00:00+02:00,5236,3457,5180,3514
2015-04-06 13:00:00+02:00,5333,3801,5315,3707
2015-04-06 14:00:00+02:00,5323,4067,5350,4052
2015-04-06 15:00:00+02:00,5214,4171,5245,4177
2015-04-06 16:00:00+02:00,4989,4414,4974,4288
2015-04-06 17:00:00+02:00,4639,4811,4548,4610
2015-04-06 18:00:00+02:00,4159,4805,3940,4791
2015-04-06 19:00:00+02:00,3364,5040,3134,4945
2015-04-06 20:00:00+02:00,2165,5357,1878,5251
2015-04-06 21:00:00+02:00,1113,5876,985,5622
2015-04-06 22:00:00+02:00,839,6308,713,6200
2015-04-06 23:00:00+02:00,802,6304,695,6243
2015-04-07 00:00:00+02:00,639,6807,501,6541
2015-04-07 01:00:00+02:00,616,6222,491,6326
2015-04-07 02:00:00+02:00,554,5554,403,5608
2015-04-07 03:00:00+02:00,516,5041,414,5084
2015-04-07 04:00:00+02:00,476,4766,394,4688
2015-04-07 05:00:00+02:00,416,4522,327,4466
2015-04-07 06:00:00+02:00,324,4125,310,4052
2015-04-07 07:00:00+02:00,397,3530,566,3655
2015-04-07 08:00:00+02:00,1003,2738,1447,2973
2015-04-07 09:00:00+02:00,2208,2190,2808,2321
2015-04-07 10:00:00+02:00,3485,2135,4007,2063
2015-04-07 11:00:00+02:00,4398,2388,4438,2322
2015-04-07 12:00:00+02:00,4940,2933,4988,2815
2015-04-07 13:00:00+02:00,5120,3530,5134,3492
2015-04-07 14:00:00+02:00,5084,4381,5087,4226
2015-04-07 15:00:00+02:00,5034,5188,4954,5212
2015-04-07 16:00:00+02:00,4873,5679,4738,5794
2015-04-07 17:00:00+02:00,4476,5751,4416,5833
2015-04-07 18:00:00+02:00,3777,5796,3811,5730
2015-04-07 19:00:00+02:00,2905,5688,2941,5747
2015-04-07 20:00:00+02:00,1851,5335,1772,5337
2015-04-07 21:00:00+02:00,949,5069,934,5070
2015-04-07 22:00:00+02:00,736,5095,615,5011
2015-04-07 23:00:00+02:00,690,5340,551,5171
2015-04-08 00:00:00+02:00,132,4794,51,5008
2015-04-08 01:00:00+02:00,95,4207,20,4281
2015-04-08 02:00:00+02:00,94,4139,16,3938
2015-04-08 03:00:00+02:00,94,3413,16,3622
2015-04-08 04:00:00+02:00,94,2854,11,2974
2015-04-08 05:00:00+02:00,93,2745,10,2696
2015-04-08 06:00:00+02:00,93,2802,21,2691
2015-04-08 07:00:00+02:00,136,2951,158,2937
2015-04-08 08:00:00+02:00,516,2375,784,2646
2015-04-08 09:00:00+02:00,1557,1812,2255,1908
2015-04-08 10:00:00+02:00,3418,1527,3645,1599
2015-04-08 11:00:00+02:00,4498,1244,4298,1252
2015-04-08 12:00:00+02:00,4923,1003,4959,1002
2015-04-08 13:00:00+02:00,5093,933,5237,916
2015-04-08 14:00:00+02:00,5119,1031,5163,1003
2015-04-08 15:00:00+02:00,5023,1258,5031,1225
2015-04-08 16:00:00+02:00,4909,1553,4809,1512
2015-04-08 17:00:00+02:00,4540,1790,4413,1895
2015-04-08 18:00:00+02:00,3982,1921,3836,2027
2015-04-08 19:00:00+02:00,3223,2027,2947,2020
2015-04-08 20:00:00+02:00,1914,2051,1782,2257
2015-04-08 21:00:00+02:00,898,1990,873,1983
2015-04-08 22:00:00+02:00,632,2091,549,2082
2015-04-08 23:00:00+02:00,588,2022,494,2097
2015-04-09 00:00:00+02:00,157,6372,178,6418
2015-04-09 01:00:00+02:00,142,6180,130,6187
2015-04-09 02:00:00+02:00,100,5893,51,5991
2015-04-09 03:00:00+02:00,86,5496,43,5528
2015-04-09 04:00:00+02:00,87,5382,62,5251
2015-04-09 05:00:00+02:00,84,5261,56,5323
2015-04-09 06:00:00+02:00,62,4831,29,4941
2015-04-09 07:00:00+02:00,63,4708,63,4655
2015-04-09 08:00:00+02:00,183,4361,355,4430
2015-04-09 09:00:00+02:00,753,3927,1081,3953
2015-04-09 10:00:00+02:00,1559,3748,2177,3729
2015-04-09 11:00:00+02:00,2377,3626,3076,3677
2015-04-09 12:00:00+02:00,2930,3670,3632,3593
2015-04-09 13:00:00+02:00,3562,3679,3912,3698
2015-04-09 14:00:00+02:00,3838,4084,3779,3916
2015-04-09 15:00:00+02:00,4175,4463,3723,4485
2015-04-09 16:00:00+02:00,4017,4969,3503,4936
2015-04-09 17:00:00+02:00,3591,5650,3228,5629
2015-04-09 18:00:00+02:00,2854,6146,2622,6304
2015-04-09 19:00:00+02:00,1576,6497,1735,6560
2015-04-09 20:00:00+02:00,636,6622,780,6636
2015-04-09 21:00:00+02:00,352,6779,339,6651
2015-04-09 22:00:00+02:00,268,6642,271,6799
2015-04-09 23:00:00+02:00,189,6324,249,6498
2015-04-10 00:00:00+02:00,37,2643,33,2503
2015-04-10 01:00:00+02:00,37,3108,31,2934
2015-04-10 02:00:00+02:00,37,3535,13,3465
2015-04-10 03:00:00+02:00,37,4146,3,3985
2015-04-10 04:00:00+02:00,37,5012,4,4740
2015-04-10 05:00:00+02:00,36,5925,6,5819
2015-04-10 06:00:00+02:00,37,6727,3,6790
2015-04-10 07:00:00+02:00,39,7188,5,7442
2015-04-10 08:00:00+02:00,105,7353,113,7510
2015-04-10 09:00:00+02:00,512,7670,591,7708
2015-04-10 10:00:00+02:00,983,8464,1163,8151
2015-04-10 11:00:00+02:00,1317,10034,1863,9549
2015-04-10 12:00:00+02:00,1524,10708,1935,11009
2015-04-10 13:00:00+02:00,1616,10947,1965,11145
2015-04-10 14:00:00+02:00,1661,11371,1948,11219
2015-04-10 15:00:00+02:00,1484,11743,1689,11546
2015-04-10 16:00:00+02:00,1180,11922,1364,11870
2015-04-10 17:00:00+02:00,779,12071,845,11883
2015-04-10 18:00:00+02:00,377,11810,466,11885
2015-04-10 19:00:00+02:00,81,10867,133,10866
2015-04-10 20:00:00+02:00,53,10635,27,10442
2015-04-10 21:00:00+02:00,48,10867,2,10668
2015-04-10 22:00:00+02:00,48,10488,14,10568
2015-04-10 23:00:00+02:00,47,10210,16,10285
2015-04-11 00:00:00+02:00,21,4546,2,4529
2015-04-11 01:00:00+02:00,21,4582,2,4585
2015-04-11 02:00:00+02:00,21,4488,1,4561
2015-04-11 03:00:00+02:00,19,4369,1,4415
2015-04-11 04:00:00+02:00,18,4248,2,4255
2015-04-11 05:00:00+02:00,18,4381,2,4352
2015-04-11 06:00:00+02:00,17,4708,1,4557
2015-04-11 07:00:00+02:00,22,5112,26,4953
2015-04-11 08:00:00+02:00,313,5014,284,5100
2015-04-11 09:00:00+02:00,998,4689,863,4765
2015-04-11 10:00:00+02:00,1562,4708,1471,4624
2015-04-11 11:00:00+02:00,2083,4708,1915,4695
2015-04-11 12:00:00+02:00,2327,4993,2069,4959
2015-04-11 13:00:00+02:00,2240,5167,2057,5119
2015-04-11 14:00:00+02:00,1985,5170,1838,5184
2015-04-11 15:00:00+02:00,1463,5047,1433,5080
2015-04-11 16:00:00+02:00,838,4616,924,4809
2015-04-11 17:00:00+02:00,255,4464,363,4299
2015-04-11 18:00:00+02:00,50,4432,67,4380
2015-04-11 19:00:00+02:00,37,4567,26,4491
2015-04-11 20:00:00+02:00,36,4803,17,4785
2015-04-11 21:00:00+02:00,16,5160,3,5054
2015-04-11 22:00:00+02:00,16,5316,2,5381
2015-04-11 23:00:00+02:00,16,5578,1,5519
2015-04-12 00:00:00+02:00,45,3561,37,3573
2015-04-12 01:00:00+02:00,40,3137,16,3200
2015-04-12 02:00:00+02:00,40,2755,17,2804
2015-04-12 03:00:00+02:00,40,2361,24,2445
2015-04-12 04:00:00+02:00,40,2048,12,2175
2015-04-12 05:00:00+02:00,40,1848,12,1956
2015-04-12 06:00:00+02:00,39,1893,15,1907
2015-04-12 07:00:00+02:00,39,2036,26,2063
2015-04-12 08:00:00+02:00,126,2053,146,2088
2015-04-12 09:00:00+02:00,897,2058,857,2127
2015-04-12 10:00:00+02:00,2105,2078,1774,2041
2015-04-12 11:00:00+02:00,3072,2086,2558,2080
2015-04-12 12:00:00+02:00,3357,1958,3020,2006
2015-04-12 13:00:00+02:00,3263,1870,3231,1867
2015-04-12 14:00:00+02:00,3003,1792,3054,1811
2015-04-12 15:00:00+02:00,2545,1744,2286,1748
2015-04-12 16:00:00+02:00,1721,1687,1366,1662
2015-04-12 17:00:00+02:00,626,1854,638,1781
2015-04-12 18:00:00+02:00,189,1936,381,1968
2015-04-12 19:00:00+02:00,100,1887,176,1943
2015-04-12 20:00:00+02:00,70,1871,29,1891
2015-04-12 21:00:00+02:00,54,1909,17,1871
2015-04-12 22:00:00+02:00,52,1998,28,1953
2015-04-12 23:00:00+02:00,39,2099,30,2065
2015-04-13 00:00:00+02:00,543,8458,204,8563
2015-04-13 01:00:00+02:00,515,7810,322,7888
2015-04-13 02:00:00+02:00,434,7723,254,7614
2015-04-13 03:00:00+02:00,257,7496,247,7579
2015-04-13 04:00:00+02:00,181,7237,239,7219
2015-04-13 05:00:00+02:00,198,7137,135,7165
2015-04-13 06:00:00+02:00,163,7369,82,7177
2015-04-13 07:00:00+02:00,107,7575,135,7491
2015-04-13 08:00:00+02:00,462,7361,701,7460
2015-04-13 09:00:00+02:00,1394,7040,1900,7106
2015-04-13 10:00:00+02:00,2997,6967,3321,6879
2015-04-13 11:00:00+02:00,4292,7473,4277,7370
2015-04-13 12:00:00+02:00,4764,7781,4952,7742
2015-04-13 13:00:00+02:00,4930,8400,5237,8289
2015-04-13 14:00:00+02:00,4889,9276,5227,9136
2015-04-13 15:00:00+02:00,4869,10003,4951,9809
2015-04-13 16:00:00+02:00,4591,10686,4587,10376
2015-04-13 17:00:00+02:00,4182,10804,4165,10814
2015-04-13 18:00:00+02:00,3606,10255,3319,10468
2015-04-13 19:00:00+02:00,2458,9472,2141,9715
2015-04-13 20:00:00+02:00,1085,9266,948,9089
2015-04-13 21:00:00+02:00,644,9699,534,9455
2015-04-13 22:00:00+02:00,542,9624,462,9705
2015-04-13 23:00:00+02:00,479,9204,445,9312
2015-04-14 00:00:00+02:00,447,8696,284,8858
2015-04-14 01:00:00+02:00,363,8460,338,8403
2015-04-14 02:00:00+02:00,200,8371,226,8441
2015-04-14 03:00:00+02:00,144,8235,181,8242
2015-04-14 04:00:00+02:00,80,8279,70,8274
2015-04-14 05:00:00+02:00,53,8310,40,8240
2015-04-14 06:00:00+02:00,53,8542,34,8479
2015-04-14 07:00:00+02:00,86,8949,98,8742
2015-04-14 08:00:00+02:00,424,9022,553,9065
2015-04-14 09:00:00+02:00,1133,8404,1429,8671
2015-04-14 10:00:00+02:00,1819,8025,2338,8126
2015-04-14 11:00:00+02:00,2339,8378,3035,8161
2015-04-14 12:00:00+02:00,2796,9043,3374,9007
2015-04-14 13:00:00+02:00,2998,9503,3465,9454
2015-04-14 14:00:00+02:00,2917,10538,3431,10150
2015-04-14 15:00:00+02:00,2725,11197,3264,11038
2015-04-14 16:00:00+02:00,2438,11189,3046,11224
2015-04-14 17:00:00+02:00,2139,10943,2855,11033
2015-04-14 18:00:00+02:00,1616,9834,2238,10318
2015-04-14 19:00:00+02:00,1126,8926,1231,9088
2015-04-14 20:00:00+02:00,348,8611,386,8553
2015-04-14 21:00:00+02:00,76,8887,103,8847
2015-04-14 22:00:00+02:00,29,8701,77,8856
2015-04-14 23:00:00+02:00,30,8752,75,8852
2015-04-15 00:00:00+02:00,30,8326,73,8483
2015-04-15 01:00:00+02:00,30,7844,24,7929
2015-04-15 02:00:00+02:00,30,7330,2,7403
2015-04-15 03:00:00+02:00,30,6903,2,6761
2015-04-15 04:00:00+02:00,30,6553,5,6645
2015-04-15 05:00:00+02:00,30,6562,0,6463
2015-04-15 06:00:00+02:00,30,6917,0,6772
2015-04-15 07:00:00+02:00,42,6695,49,6934
2015-04-15 08:00:00+02:00,169,5726,352,6138
2015-04-15 09:00:00+02:00,495,4917,859,5124
2015-04-15 10:00:00+02:00,997,4918,1283,4712
2015-04-15 11:00:00+02:00,1469,5482,1634,5311
2015-04-15 12:00:00+02:00,1667,5793,2025,5737
2015-04-15 13:00:00+02:00,1749,5466,2249,5559
2015-04-15 14:00:00+02:00,1907,5482,2262,5386
2015-04-15 15:00:00+02:00,2041,5343,2134,5416
2015-04-15 16:00:00+02:00,1777,5373,1846,5485
2015-04-15 17:00:00+02:00,1213,5412,1526,5346
2015-04-15 18:00:00+02:00,818,4930,1116,5154
2015-04-15 19:00:00+02:00,548,4364,553,4444
2015-04-15 20:00:00+02:00,165,4165,173,4034
2015-04-15 21:00:00+02:00,57,3909,7,4063
2015-04-15 22:00:00+02:00,54,3461,7,3544
2015-04-15 23:00:00+02:00,53,3077,8,3164
2015-04-16 00:00:00+02:00,53,3263,11,2848
2015-04-16 01:00:00+02:00,53,3080,14,3187
2015-04-16 02:00:00+02:00,52,3156,27,2974
2015-04-16 03:00:00+02:00,53,3278,23,3157
2015-04-16 04:00:00+02:00,53,3321,14,3318
2015-04-16 05:00:00+02:00,53,3280,11,3301
2015-04-16 06:00:00+02:00,53,3303,14,3276
2015-04-16 07:00:00+02:00,67,3356,61,3312
2015-04-16 08:00:00+02:00,227,3280,387,3363
2015-04-16 09:00:00+02:00,0,0,952,3377
2015-04-16 10:00:00+02:00,1225,3056,1679,3067
2015-04-16 11:00:00+02:00,1619,3395,2198,3508
2015-04-16 12:00:00+02:00,2021,3781,2776,3803
2015-04-16 13:00:00+02:00,2201,4454,2653,4381
2015-04-16 14:00:00+02:00,2483,5218,2648,5242
2015-04-16 15:00:00+02:00,2626,5910,2498,6012
2015-04-16 16:00:00+02:00,2554,6536,2279,6592
2015-04-16 17:00:00+02:00,2127,7137,2194,6925
2015-04-16 18:00:00+02:00,1672,6817,1689,7116
2015-04-16 19:00:00+02:00,1010,6293,891,6340
2015-04-16 20:00:00+02:00,400,5661,318,5828
2015-04-16 21:00:00+02:00,222,5167,126,5364
2015-04-16 22:00:00+02:00,197,4942,110,4956
2015-04-16 23:00:00+02:00,142,4564,94,4745
2015-04-17 00:00:00+02:00,66,4274,27,4382
2015-04-17 01:00:00+02:00,63,3919,45,4097
2015-04-17 02:00:00+02:00,60,3761,25,3886
2015-04-17 03:00:00+02:00,56,3337,22,3465
2015-04-17 04:00:00+02:00,55,2951,26,3025
2015-04-17 05:00:00+02:00,40,2904,19,2854
2015-04-17 06:00:00+02:00,38,3041,16,3039
2015-04-17 07:00:00+02:00,53,2914,72,2942
2015-04-17 08:00:00+02:00,344,2575,531,2730
2015-04-17 09:00:00+02:00,1129,2019,1378,2177
2015-04-17 10:00:00+02:00,2171,1900,2369,1910
2015-04-17 11:00:00+02:00,2942,1784,3137,1825
2015-04-17 12:00:00+02:00,3474,1573,3667,1677
2015-04-17 13:00:00+02:00,3843,1656,3892,1559
2015-04-17 14:00:00+02:00,3834,1839,3922,1776
2015-04-17 15:00:00+02:00,3771,1721,3840,1810
2015-04-17 16:00:00+02:00,3720,1645,3393,1626
2015-04-17 17:00:00+02:00,3319,1596,2834,1600
2015-04-17 18:00:00+02:00,2591,1688,2247,1620
2015-04-17 19:00:00+02:00,1732,1944,1442,1878
2015-04-17 20:00:00+02:00,896,2111,591,2101
2015-04-17 21:00:00+02:00,556,2140,395,2177
2015-04-17 22:00:00+02:00,508,2006,368,2079
2015-04-17 23:00:00+02:00,446,1918,269,1887
2015-04-18 00:00:00+02:00,261,2028,119,1970
2015-04-18 01:00:00+02:00,106,2186,148,2228
2015-04-18 02:00:00+02:00,73,2306,98,2299
2015-04-18 03:00:00+02:00,49,2377,30,2424
2015-04-18 04:00:00+02:00,46,2409,18,2397
2015-04-18 05:00:00+02:00,46,2352,13,2444
2015-04-18 06:00:00+02:00,47,2375,12,2367
2015-04-18 07:00:00+02:00,67,2302,75,2345
2015-04-18 08:00:00+02:00,390,2252,567,2374
2015-04-18 09:00:00+02:00,1302,1911,1478,2050
2015-04-18 10:00:00+02:00,2706,1984,2628,1865
2015-04-18 11:00:00+02:00,3698,2590,3615,2390
2015-04-18 12:00:00+02:00,4123,3882,4266,3430
2015-04-18 13:00:00+02:00,4234,4940,4391,4867
2015-04-18 14:00:00+02:00,4116,5465,4512,5431
2015-04-18 15:00:00+02:00,4133,5909,4266,5715
2015-04-18 16:00:00+02:00,3943,5928,4030,6001
2015-04-18 17:00:00+02:00,3414,5906,3758,5746
2015-04-18 18:00:00+02:00,2929,6370,3109,5850
2015-04-18 19:00:00+02:00,1854,7104,1916,6801
2015-04-18 20:00:00+02:00,1062,6563,857,6812
2015-04-18 21:00:00+02:00,678,5489,529,5837
2015-04-18 22:00:00+02:00,623,4935,484,4882
2015-04-18 23:00:00+02:00,620,4889,443,4739
2015-04-19 00:00:00+02:00,589,4827,194,4953
2015-04-19 01:00:00+02:00,510,4468,438,4690
2015-04-19 02:00:00+02:00,384,4469,425,4395
2015-04-19 03:00:00+02:00,255,4549,279,4610
2015-04-19 04:00:00+02:00,146,4514,118,4560
2015-04-19 05:00:00+02:00,90,4724,74,4654
2015-04-19 06:00:00+02:00,68,4749,35,4814
2015-04-19 07:00:00+02:00,72,4534,97,4626
2015-04-19 08:00:00+02:00,529,4198,612,4319
2015-04-19 09:00:00+02:00,1646,3806,1542,3671
2015-04-19 10:00:00+02:00,3214,4161,2711,3913
2015-04-19 11:00:00+02:00,4067,4083,3740,4110
2015-04-19 12:00:00+02:00,4454,3967,4270,3958
2015-04-19 13:00:00+02:00,4706,3357,4452,3535
2015-04-19 14:00:00+02:00,4724,2917,4571,2987
2015-04-19 15:00:00+02:00,4584,2783,4618,2712
2015-04-19 16:00:00+02:00,4323,2808,4393,2703
2015-04-19 17:00:00+02:00,3900,2768,3870,2790
2015-04-19 18:00:00+02:00,3502,2681,3249,2685
2015-04-19 19:00:00+02:00,2653,2426,2067,2582
2015-04-19 20:00:00+02:00,1297,2143,946,2178
2015-04-19 21:00:00+02:00,694,2091,617,2029
2015-04-19 22:00:00+02:00,596,2162,536,2106
2015-04-19 23:00:00+02:00,598,1973,519,2025
2015-04-20 00:00:00+02:00,563,1604,392,1704
2015-04-20 01:00:00+02:00,403,1302,320,1303
2015-04-20 02:00:00+02:00,267,1112,133,1110
2015-04-20 03:00:00+02:00,181,933,98,965
2015-04-20 04:00:00+02:00,35,770,55,810
2015-04-20 05:00:00+02:00,34,726,33,736
2015-04-20 06:00:00+02:00,35,683,3,699
2015-04-20 07:00:00+02:00,70,786,81,762
2015-04-20 08:00:00+02:00,636,797,692,830
2015-04-20 09:00:00+02:00,1994,648,1820,657
2015-04-20 10:00:00+02:00,3734,608,3261,627
2015-04-20 11:00:00+02:00,4620,817,4279,740
2015-04-20 12:00:00+02:00,5147,1171,4851,1087
2015-04-20 13:00:00+02:00,5301,1523,4843,1524
2015-04-20 14:00:00+02:00,5309,1798,4725,1796
2015-04-20 15:00:00+02:00,5153,2172,4689,2182
2015-04-20 16:00:00+02:00,4911,2471,4455,2570
2015-04-20 17:00:00+02:00,4435,2800,3874,2791
2015-04-20 18:00:00+02:00,3816,3490,3156,3432
2015-04-20 19:00:00+02:00,2699,4256,2045,4328
2015-04-20 20:00:00+02:00,1187,4899,1013,4934
2015-04-20 21:00:00+02:00,685,5859,719,5710
2015-04-20 22:00:00+02:00,596,6894,537,6625
2015-04-20 23:00:00+02:00,592,7524,446,7382
2015-04-21 00:00:00+02:00,593,7731,261,7734
2015-04-21 01:00:00+02:00,592,7642,394,7645
2015-04-21 02:00:00+02:00,581,7409,380,7431
2015-04-21 03:00:00+02:00,537,6985,380,7095
2015-04-21 04:00:00+02:00,408,6468,353,6658
2015-04-21 05:00:00+02:00,231,6267,217,6294
2015-04-21 06:00:00+02:00,121,6032,88,6085
2015-04-21 07:00:00+02:00,80,6110,112,5978
2015-04-21 08:00:00+02:00,526,5981,617,6150
2015-04-21 09:00:00+02:00,1485,5620,1517,5730
2015-04-21 10:00:00+02:00,2508,5800,2512,5798
2015-04-21 11:00:00+02:00,3375,6200,3593,6163
2015-04-21 12:00:00+02:00,4187,6506,4216,6529
2015-04-21 13:00:00+02:00,4703,7100,4440,7129
2015-04-21 14:00:00+02:00,4611,7871,4422,7713
2015-04-21 15:00:00+02:00,4373,8489,4248,8367
2015-04-21 16:00:00+02:00,3812,9003,3935,8850
2015-04-21 17:00:00+02:00,3249,9397,3359,9207
2015-04-21 18:00:00+02:00,2542,9572,2558,9565
2015-04-21 19:00:00+02:00,1715,9219,1617,9356
2015-04-21 20:00:00+02:00,843,8897,642,8981
2015-04-21 21:00:00+02:00,469,9052,313,8893
2015-04-21 22:00:00+02:00,357,9338,292,9258
2015-04-21 23:00:00+02:00,235,9114,352,9146
2015-04-22 00:00:00+02:00,142,8648,268,8726
2015-04-22 01:00:00+02:00,103,8223,163,8281
2015-04-22 02:00:00+02:00,103,7850,88,7880
2015-04-22 03:00:00+02:00,81,7521,57,7561
2015-04-22 04:00:00+02:00,26,7239,10,7180
2015-04-22 05:00:00+02:00,25,6840,1,6938
2015-04-22 06:00:00+02:00,28,6570,0,6615
2015-04-22 07:00:00+02:00,40,6314,74,6359
2015-04-22 08:00:00+02:00,234,5625,520,5637
2015-04-22 09:00:00+02:00,896,5216,1261,5153
2015-04-22 10:00:00+02:00,2046,5154,2054,4961
2015-04-22 11:00:00+02:00,2778,4560,2714,5025
2015-04-22 12:00:00+02:00,3237,4264,3336,4288
2015-04-22 13:00:00+02:00,3480,4300,3580,4343
2015-04-22 14:00:00+02:00,3773,4398,3865,4373
2015-04-22 15:00:00+02:00,4088,4666,4070,4535
2015-04-22 16:00:00+02:00,4169,4729,4024,4688
2015-04-22 17:00:00+02:00,3893,4830,3785,4794
2015-04-22 18:00:00+02:00,3337,4315,3215,4370
2015-04-22 19:00:00+02:00,2361,3802,1897,3781
2015-04-22 20:00:00+02:00,1061,2815,877,3146
2015-04-22 21:00:00+02:00,594,2159,479,2158
2015-04-22 22:00:00+02:00,495,1918,315,1882
2015-04-22 23:00:00+02:00,390,1651,282,1673
2015-04-23 00:00:00+02:00,292,1459,58,1476
2015-04-23 01:00:00+02:00,214,1684,167,1613
2015-04-23 02:00:00+02:00,146,1489,141,1612
2015-04-23 03:00:00+02:00,98,1469,130,1417
2015-04-23 04:00:00+02:00,47,1555,73,1509
2015-04-23 05:00:00+02:00,24,1721,10,1628
2015-04-23 06:00:00+02:00,27,1805,4,1801
2015-04-23 07:00:00+02:00,61,1696,101,1779
2015-04-23 08:00:00+02:00,593,1329,677,1503
2015-04-23 09:00:00+02:00,1792,861,1717,953
2015-04-23 10:00:00+02:00,3452,741,2823,659
2015-04-23 11:00:00+02:00,4309,705,3830,727
2015-04-23 12:00:00+02:00,4535,751,4515,739
2015-04-23 13:00:00+02:00,4885,869,4637,854
2015-04-23 14:00:00+02:00,4953,1030,4776,1037
2015-04-23 15:00:00+02:00,4860,1237,4805,1212
2015-04-23 16:00:00+02:00,4627,1467,4569,1429
2015-04-23 17:00:00+02:00,4211,1643,3980,1615
2015-04-23 18:00:00+02:00,3506,1631,3055,1654
2015-04-23 19:00:00+02:00,2241,1420,1924,1589
2015-04-23 20:00:00+02:00,1056,1135,851,1219
2015-04-23 21:00:00+02:00,0,0,327,1058
2015-04-23 22:00:00+02:00,598,955,359,944
2015-04-23 23:00:00+02:00,578,925,345,908
2015-04-24 00:00:00+02:00,552,862,126,884
2015-04-24 01:00:00+02:00,399,993,243,916
2015-04-24 02:00:00+02:00,170,1189,107,1138
2015-04-24 03:00:00+02:00,55,1365,40,1286
2015-04-24 04:00:00+02:00,41,1498,8,1356
2015-04-24 05:00:00+02:00,41,1510,2,1567
2015-04-24 06:00:00+02:00,43,1375,1,1429
2015-04-24 07:00:00+02:00,83,1431,91,1374
2015-04-24 08:00:00+02:00,498,1619,624,1574
2015-04-24 09:00:00+02:00,1319,1713,1473,1697
2015-04-24 10:00:00+02:00,2027,1796,2198,1706
2015-04-24 11:00:00+02:00,2549,2124,2739,2103
2015-04-24 12:00:00+02:00,2879,2427,3057,2419
2015-04-24 13:00:00+02:00,2964,3064,3019,3164
2015-04-24 14:00:00+02:00,2861,3549,2796,3638
2015-04-24 15:00:00+02:00,2387,3965,2588,4038
2015-04-24 16:00:00+02:00,1802,4089,2282,4291
2015-04-24 17:00:00+02:00,1239,4090,1803,4155
2015-04-24 18:00:00+02:00,849,3983,1295,4121
2015-04-24 19:00:00+02:00,481,4086,768,4154
2015-04-24 20:00:00+02:00,242,3813,302,3832
2015-04-24 21:00:00+02:00,138,3860,138,3785
2015-04-24 22:00:00+02:00,92,4477,119,4370
2015-04-24 23:00:00+02:00,54,4806,82,4692
2015-04-25 00:00:00+02:00,40,5387,32,5269
2015-04-25 01:00:00+02:00,33,5949,13,5827
2015-04-25 02:00:00+02:00,31,6344,2,6309
2015-04-25 03:00:00+02:00,27,6691,1,6598
2015-04-25 04:00:00+02:00,27,6833,0,6775
2015-04-25 05:00:00+02:00,27,7026,0,7026
2015-04-25 06:00:00+02:00,27,6797,0,6789
2015-04-25 07:00:00+02:00,56,6374,73,6509
2015-04-25 08:00:00+02:00,357,5750,524,5918
2015-04-25 09:00:00+02:00,863,5345,1204,5318
2015-04-25 10:00:00+02:00,1316,5694,1681,5407
2015-04-25 11:00:00+02:00,1575,6209,2071,6019
2015-04-25 12:00:00+02:00,1800,6271,2476,6316
2015-04-25 13:00:00+02:00,1901,5658,2227,5805
2015-04-25 14:00:00+02:00,1840,5573,1985,5572
2015-04-25 15:00:00+02:00,1696,5786,1819,5697
